locus_tag	ftype	gene	EC_number	product
DBLOAMIM_01294	CDS	rpaR		HTH-type quorum sensing-dependent transcriptional regulator RpaR
DBLOAMIM_01294	gene	rpaR		
DBLOAMIM_01295	CDS			hypothetical protein
DBLOAMIM_01295	gene			
DBLOAMIM_01296	CDS	mshA_1	2.4.1.250	D-inositol 3-phosphate glycosyltransferase
DBLOAMIM_01296	gene	mshA_1		
DBLOAMIM_01297	CDS			hypothetical protein
DBLOAMIM_01297	gene			
DBLOAMIM_01298	CDS			hypothetical protein
DBLOAMIM_01298	gene			
DBLOAMIM_01299	CDS			hypothetical protein
DBLOAMIM_01299	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01300	CDS			hypothetical protein
DBLOAMIM_01300	gene			
DBLOAMIM_01301	CDS	bepA_6	3.4.-.-	Beta-barrel assembly-enhancing protease
DBLOAMIM_01301	gene	bepA_6		
	sig_peptide			putative signal peptide
DBLOAMIM_01302	CDS	bepA_7	3.4.-.-	Beta-barrel assembly-enhancing protease
DBLOAMIM_01302	gene	bepA_7		
DBLOAMIM_01303	CDS			hypothetical protein
DBLOAMIM_01303	gene			
DBLOAMIM_01304	CDS			hypothetical protein
DBLOAMIM_01304	gene			
DBLOAMIM_01305	CDS			hypothetical protein
DBLOAMIM_01305	gene			
DBLOAMIM_01306	CDS			hypothetical protein
DBLOAMIM_01306	gene			
DBLOAMIM_01307	CDS	ilvD_2	4.2.1.9	Dihydroxy-acid dehydratase
DBLOAMIM_01307	gene	ilvD_2		
DBLOAMIM_01308	CDS			hypothetical protein
DBLOAMIM_01308	gene			
DBLOAMIM_01309	CDS	hipA	2.7.11.1	Serine/threonine-protein kinase HipA
DBLOAMIM_01309	gene	hipA		
DBLOAMIM_01310	CDS			hypothetical protein
DBLOAMIM_01310	gene			
DBLOAMIM_01311	CDS			hypothetical protein
DBLOAMIM_01311	gene			
DBLOAMIM_01312	CDS			hypothetical protein
DBLOAMIM_01312	gene			
DBLOAMIM_01313	CDS			hypothetical protein
DBLOAMIM_01313	gene			
DBLOAMIM_01314	CDS			hypothetical protein
DBLOAMIM_01314	gene			
DBLOAMIM_01315	CDS			hypothetical protein
DBLOAMIM_01315	gene			
DBLOAMIM_01316	CDS			hypothetical protein
DBLOAMIM_01316	gene			
DBLOAMIM_01317	CDS			hypothetical protein
DBLOAMIM_01317	gene			
DBLOAMIM_01318	CDS			hypothetical protein
DBLOAMIM_01318	gene			
DBLOAMIM_01319	CDS			hypothetical protein
DBLOAMIM_01319	gene			
DBLOAMIM_01320	CDS			hypothetical protein
DBLOAMIM_01320	gene			
DBLOAMIM_01321	CDS	higB_2	3.1.-.-	mRNA interferase HigB
DBLOAMIM_01321	gene	higB_2		
DBLOAMIM_01322	CDS	higA_2		Antitoxin HigA
DBLOAMIM_01322	gene	higA_2		
DBLOAMIM_01323	CDS			hypothetical protein
DBLOAMIM_01323	gene			
DBLOAMIM_01324	CDS			hypothetical protein
DBLOAMIM_01324	gene			
DBLOAMIM_01325	CDS			hypothetical protein
DBLOAMIM_01325	gene			
DBLOAMIM_01326	CDS			hypothetical protein
DBLOAMIM_01326	gene			
DBLOAMIM_01327	CDS			hypothetical protein
DBLOAMIM_01327	gene			
DBLOAMIM_01328	CDS			hypothetical protein
DBLOAMIM_01328	gene			
DBLOAMIM_01329	CDS			hypothetical protein
DBLOAMIM_01329	gene			
DBLOAMIM_01330	CDS			hypothetical protein
DBLOAMIM_01330	gene			
DBLOAMIM_01331	CDS			hypothetical protein
DBLOAMIM_01331	gene			
DBLOAMIM_01332	CDS			hypothetical protein
DBLOAMIM_01332	gene			
DBLOAMIM_01333	CDS			hypothetical protein
DBLOAMIM_01333	gene			
DBLOAMIM_01334	CDS			hypothetical protein
DBLOAMIM_01334	gene			
DBLOAMIM_01335	CDS			hypothetical protein
DBLOAMIM_01335	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01336	CDS			hypothetical protein
DBLOAMIM_01336	gene			
DBLOAMIM_01337	CDS	cpdA_2	3.1.4.53	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DBLOAMIM_01337	gene	cpdA_2		
DBLOAMIM_01338	CDS			hypothetical protein
DBLOAMIM_01338	gene			
DBLOAMIM_01339	CDS	dnaJ_2		Chaperone protein DnaJ
DBLOAMIM_01339	gene	dnaJ_2		
DBLOAMIM_01340	CDS			hypothetical protein
DBLOAMIM_01340	gene			
DBLOAMIM_01341	CDS	sigM		ECF RNA polymerase sigma factor SigM
DBLOAMIM_01341	gene	sigM		
DBLOAMIM_01342	CDS	eryG	2.1.1.254	Erythromycin 3''-O-methyltransferase
DBLOAMIM_01342	gene	eryG		
DBLOAMIM_01343	CDS			hypothetical protein
DBLOAMIM_01343	gene			
DBLOAMIM_01344	CDS	xerC_2		Tyrosine recombinase XerC
DBLOAMIM_01344	gene	xerC_2		
DBLOAMIM_01345	tRNA			tRNA-Phe(gaa)
DBLOAMIM_01345	gene			
DBLOAMIM_01346	CDS	bamA		Outer membrane protein assembly factor BamA
DBLOAMIM_01346	gene	bamA		
DBLOAMIM_01347	CDS			hypothetical protein
DBLOAMIM_01347	gene			
DBLOAMIM_01348	CDS	lpxD	2.3.1.-	UDP-3-O-acylglucosamine N-acyltransferase
DBLOAMIM_01348	gene	lpxD		
DBLOAMIM_01349	CDS	fabZ	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DBLOAMIM_01349	gene	fabZ		
DBLOAMIM_01350	CDS	lpxA_1	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
DBLOAMIM_01350	gene	lpxA_1		
DBLOAMIM_01351	CDS			hypothetical protein
DBLOAMIM_01351	gene			
DBLOAMIM_01352	CDS	iolG	1.1.1.18	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DBLOAMIM_01352	gene	iolG		
DBLOAMIM_01353	CDS	lpxB	2.4.1.182	Lipid-A-disaccharide synthase
DBLOAMIM_01353	gene	lpxB		
DBLOAMIM_01354	CDS	wfgD	2.4.1.305	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
DBLOAMIM_01354	gene	wfgD		
DBLOAMIM_01355	CDS	msbA	3.6.3.-	Lipid A export ATP-binding/permease protein MsbA
DBLOAMIM_01355	gene	msbA		
DBLOAMIM_01356	CDS	waaA	2.4.99.12	3-deoxy-D-manno-octulosonic acid transferase
DBLOAMIM_01356	gene	waaA		
DBLOAMIM_01357	CDS	lpxK	2.7.1.130	Tetraacyldisaccharide 4'-kinase
DBLOAMIM_01357	gene	lpxK		
DBLOAMIM_01358	CDS	lpxL	2.3.1.241	Lipid A biosynthesis lauroyltransferase
DBLOAMIM_01358	gene	lpxL		
DBLOAMIM_01359	CDS			hypothetical protein
DBLOAMIM_01359	gene			
DBLOAMIM_01360	CDS	rfaC_1	2.-.-.-	Lipopolysaccharide heptosyltransferase 1
DBLOAMIM_01360	gene	rfaC_1		
DBLOAMIM_01361	CDS	rfaC_2	2.-.-.-	Lipopolysaccharide heptosyltransferase 1
DBLOAMIM_01361	gene	rfaC_2		
DBLOAMIM_01362	CDS	sunS	2.4.1.-	SPBc2 prophage-derived glycosyltransferase SunS
DBLOAMIM_01362	gene	sunS		
DBLOAMIM_01363	CDS			hypothetical protein
DBLOAMIM_01363	gene			
DBLOAMIM_01364	CDS			hypothetical protein
DBLOAMIM_01364	gene			
DBLOAMIM_01365	CDS			hypothetical protein
DBLOAMIM_01365	gene			
DBLOAMIM_01366	CDS	epsJ_3	2.4.-.-	putative glycosyltransferase EpsJ
DBLOAMIM_01366	gene	epsJ_3		
DBLOAMIM_01367	CDS	rfaF_2	2.-.-.-	ADP-heptose--LPS heptosyltransferase 2
DBLOAMIM_01367	gene	rfaF_2		
DBLOAMIM_01368	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
DBLOAMIM_01368	gene	gmhB		
DBLOAMIM_01369	CDS			hypothetical protein
DBLOAMIM_01369	gene			
DBLOAMIM_01370	CDS	rfaQ_1	2.-.-.-	Lipopolysaccharide core heptosyltransferase RfaQ
DBLOAMIM_01370	gene	rfaQ_1		
DBLOAMIM_01371	CDS	rfaQ_2	2.-.-.-	Lipopolysaccharide core heptosyltransferase RfaQ
DBLOAMIM_01371	gene	rfaQ_2		
DBLOAMIM_01372	CDS	icaB_2	3.5.1.-	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
DBLOAMIM_01372	gene	icaB_2		
DBLOAMIM_01373	CDS	kanF	2.4.1.284	2-deoxystreptamine glucosyltransferase
DBLOAMIM_01373	gene	kanF		
DBLOAMIM_01374	CDS			hypothetical protein
DBLOAMIM_01374	gene			
DBLOAMIM_01375	CDS			hypothetical protein
DBLOAMIM_01375	gene			
DBLOAMIM_01376	CDS			hypothetical protein
DBLOAMIM_01376	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01377	CDS	bioA	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
DBLOAMIM_01377	gene	bioA		
DBLOAMIM_01378	CDS			putative NTE family protein
DBLOAMIM_01378	gene			
DBLOAMIM_01379	CDS			hypothetical protein
DBLOAMIM_01379	gene			
DBLOAMIM_01380	CDS	yacL	3.1.-.-	putative PIN and TRAM-domain containing protein YacL
DBLOAMIM_01380	gene	yacL		
DBLOAMIM_01381	CDS	ispDF		Bifunctional enzyme IspD/IspF
DBLOAMIM_01381	gene	ispDF		
DBLOAMIM_01382	CDS	cysE	2.3.1.30	Serine acetyltransferase
DBLOAMIM_01382	gene	cysE		
DBLOAMIM_01383	CDS	bcrC_1	3.6.1.27	Undecaprenyl-diphosphatase BcrC
DBLOAMIM_01383	gene	bcrC_1		
DBLOAMIM_01384	CDS			hypothetical protein
DBLOAMIM_01384	gene			
DBLOAMIM_01385	CDS			hypothetical protein
DBLOAMIM_01385	gene			
DBLOAMIM_01386	CDS	rfaF_3	2.-.-.-	ADP-heptose--LPS heptosyltransferase 2
DBLOAMIM_01386	gene	rfaF_3		
DBLOAMIM_01387	CDS	ppm1	2.4.1.-	Polyprenol monophosphomannose synthase
DBLOAMIM_01387	gene	ppm1		
DBLOAMIM_01388	CDS	rgtA	2.4.1.-	Lipopolysaccharide core galacturonosyltransferase RgtA
DBLOAMIM_01388	gene	rgtA		
DBLOAMIM_01389	CDS	purH		Bifunctional purine biosynthesis protein PurH
DBLOAMIM_01389	gene	purH		
DBLOAMIM_01390	CDS	purD	6.3.4.13	Phosphoribosylamine--glycine ligase
DBLOAMIM_01390	gene	purD		
DBLOAMIM_01391	CDS	tsaC	2.7.7.87	Threonylcarbamoyl-AMP synthase
DBLOAMIM_01391	gene	tsaC		
DBLOAMIM_01392	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_01392	gene			
DBLOAMIM_01393	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
DBLOAMIM_01393	gene	rsmD		
DBLOAMIM_01394	CDS	coaD	2.7.7.3	Phosphopantetheine adenylyltransferase
DBLOAMIM_01394	gene	coaD		
DBLOAMIM_01395	CDS		2.6.1.1	Aspartate aminotransferase
DBLOAMIM_01395	gene			
DBLOAMIM_01396	CDS	lolD	3.6.3.-	Lipoprotein-releasing system ATP-binding protein LolD
DBLOAMIM_01396	gene	lolD		
DBLOAMIM_01397	CDS	lolC		Lipoprotein-releasing system transmembrane protein LolC
DBLOAMIM_01397	gene	lolC		
DBLOAMIM_01398	CDS	lysS	6.1.1.6	Lysine--tRNA ligase
DBLOAMIM_01398	gene	lysS		
DBLOAMIM_01399	CDS	mtnA	5.3.1.23	Methylthioribose-1-phosphate isomerase
DBLOAMIM_01399	gene	mtnA		
DBLOAMIM_01400	CDS			hypothetical protein
DBLOAMIM_01400	gene			
DBLOAMIM_01401	CDS	hemH	4.99.1.1	Ferrochelatase
DBLOAMIM_01401	gene	hemH		
DBLOAMIM_01402	CDS			hypothetical protein
DBLOAMIM_01402	gene			
DBLOAMIM_01403	CDS			hypothetical protein
DBLOAMIM_01403	gene			
DBLOAMIM_01404	CDS	miaB	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DBLOAMIM_01404	gene	miaB		
DBLOAMIM_01405	CDS			hypothetical protein
DBLOAMIM_01405	gene			
DBLOAMIM_01406	CDS	dauC	2.1.1.288	Aklanonic acid methyltransferase DauC
DBLOAMIM_01406	gene	dauC		
DBLOAMIM_01407	CDS			hypothetical protein
DBLOAMIM_01407	gene			
DBLOAMIM_01408	CDS	fixP		Cbb3-type cytochrome c oxidase subunit FixP
DBLOAMIM_01408	gene	fixP		
DBLOAMIM_01409	CDS	alaC_1	2.6.1.2	Glutamate-pyruvate aminotransferase AlaC
DBLOAMIM_01409	gene	alaC_1		
DBLOAMIM_01410	CDS	alaC_2	2.6.1.2	Glutamate-pyruvate aminotransferase AlaC
DBLOAMIM_01410	gene	alaC_2		
DBLOAMIM_01411	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_01411	gene			
DBLOAMIM_01412	CDS	hom	1.1.1.3	Homoserine dehydrogenase
DBLOAMIM_01412	gene	hom		
DBLOAMIM_01413	CDS	thrC_2	4.2.3.1	Threonine synthase
DBLOAMIM_01413	gene	thrC_2		
DBLOAMIM_01414	CDS			hypothetical protein
DBLOAMIM_01414	gene			
DBLOAMIM_01415	CDS	lysC	2.7.2.4	Aspartate kinase Ask_LysC
DBLOAMIM_01415	gene	lysC		
DBLOAMIM_01416	CDS	cimA	2.3.1.182	(R)-citramalate synthase
DBLOAMIM_01416	gene	cimA		
DBLOAMIM_01417	CDS	lpxA_2	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
DBLOAMIM_01417	gene	lpxA_2		
DBLOAMIM_01418	CDS	ihfA		Integration host factor subunit alpha
DBLOAMIM_01418	gene	ihfA		
DBLOAMIM_01419	tRNA			tRNA-Pro(ggg)
DBLOAMIM_01419	gene			
DBLOAMIM_01420	CDS	surE	3.1.3.5	5'-nucleotidase SurE
DBLOAMIM_01420	gene	surE		
DBLOAMIM_01421	CDS			hypothetical protein
DBLOAMIM_01421	gene			
DBLOAMIM_01422	CDS	cysS	6.1.1.16	Cysteine--tRNA ligase
DBLOAMIM_01422	gene	cysS		
DBLOAMIM_01423	CDS		2.1.1.-	Putative TrmH family tRNA/rRNA methyltransferase
DBLOAMIM_01423	gene			
DBLOAMIM_01424	CDS	resA_1		Thiol-disulfide oxidoreductase ResA
DBLOAMIM_01424	gene	resA_1		
DBLOAMIM_01425	CDS	nadE	6.3.5.1	Glutamine-dependent NAD(+) synthetase
DBLOAMIM_01425	gene	nadE		
DBLOAMIM_01426	CDS	ribBA		Riboflavin biosynthesis protein RibBA
DBLOAMIM_01426	gene	ribBA		
DBLOAMIM_01427	CDS	ribH	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
DBLOAMIM_01427	gene	ribH		
DBLOAMIM_01428	CDS	nusB		N utilization substance protein B 
DBLOAMIM_01428	gene	nusB		
DBLOAMIM_01429	CDS			hypothetical protein
DBLOAMIM_01429	gene			
DBLOAMIM_01430	CDS	purB	4.3.2.2	Adenylosuccinate lyase
DBLOAMIM_01430	gene	purB		
DBLOAMIM_01431	CDS	purC	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DBLOAMIM_01431	gene	purC		
DBLOAMIM_01432	CDS	purS	6.3.5.3	Phosphoribosylformylglycinamidine synthase subunit PurS
DBLOAMIM_01432	gene	purS		
DBLOAMIM_01433	CDS			hypothetical protein
DBLOAMIM_01433	gene			
DBLOAMIM_01434	CDS	iaaA	3.4.19.5	Isoaspartyl peptidase
DBLOAMIM_01434	gene	iaaA		
DBLOAMIM_01435	CDS			hypothetical protein
DBLOAMIM_01435	gene			
DBLOAMIM_01436	CDS	ackA	2.7.2.1	Acetate kinase
DBLOAMIM_01436	gene	ackA		
DBLOAMIM_01437	CDS	menG	2.1.1.163	Demethylmenaquinone methyltransferase
DBLOAMIM_01437	gene	menG		
DBLOAMIM_01438	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
DBLOAMIM_01438	gene	fecA_1		
DBLOAMIM_01439	CDS			hypothetical protein
DBLOAMIM_01439	gene			
DBLOAMIM_01440	CDS			hypothetical protein
DBLOAMIM_01440	gene			
DBLOAMIM_01441	CDS	exbB_2		Biopolymer transport protein ExbB
DBLOAMIM_01441	gene	exbB_2		
DBLOAMIM_01442	CDS	ybhR_1		Inner membrane transport permease YbhR
DBLOAMIM_01442	gene	ybhR_1		
DBLOAMIM_01443	CDS	ybhS		Inner membrane transport permease YbhS
DBLOAMIM_01443	gene	ybhS		
DBLOAMIM_01444	CDS	ybhF_1		putative ABC transporter ATP-binding protein YbhF
DBLOAMIM_01444	gene	ybhF_1		
DBLOAMIM_01445	CDS	macA_1		Macrolide export protein MacA
DBLOAMIM_01445	gene	macA_1		
DBLOAMIM_01446	CDS	tolC_4		Outer membrane protein TolC
DBLOAMIM_01446	gene	tolC_4		
DBLOAMIM_01447	CDS			Cytochrome c-551
DBLOAMIM_01447	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01448	CDS	xpkA	4.1.2.9	Xylulose-5-phosphate phosphoketolase
DBLOAMIM_01448	gene	xpkA		
DBLOAMIM_01449	CDS	fbaB	4.1.2.13	Fructose-bisphosphate aldolase class 1
DBLOAMIM_01449	gene	fbaB		
DBLOAMIM_01450	CDS	pdhD_1	1.8.1.4	Dihydrolipoyl dehydrogenase
DBLOAMIM_01450	gene	pdhD_1		
DBLOAMIM_01451	CDS	pdhD_2	1.8.1.4	Dihydrolipoyl dehydrogenase
DBLOAMIM_01451	gene	pdhD_2		
DBLOAMIM_01452	CDS	fcl_1	1.1.1.271	GDP-L-fucose synthase
DBLOAMIM_01452	gene	fcl_1		
DBLOAMIM_01453	CDS	glgP	2.4.1.1	Glycogen phosphorylase
DBLOAMIM_01453	gene	glgP		
DBLOAMIM_01454	CDS	pgm_1	5.4.2.2	Phosphoglucomutase
DBLOAMIM_01454	gene	pgm_1		
DBLOAMIM_01455	CDS	pgm_2	5.4.2.2	Phosphoglucomutase
DBLOAMIM_01455	gene	pgm_2		
DBLOAMIM_01456	CDS			hypothetical protein
DBLOAMIM_01456	gene			
DBLOAMIM_01457	CDS	ccoN1_1	1.9.3.1	Cbb3-type cytochrome c oxidase subunit CcoN1
DBLOAMIM_01457	gene	ccoN1_1		
DBLOAMIM_01458	CDS			hypothetical protein
DBLOAMIM_01458	gene			
DBLOAMIM_01459	CDS	hsrA_2		putative transport protein HsrA
DBLOAMIM_01459	gene	hsrA_2		
DBLOAMIM_01460	CDS			hypothetical protein
DBLOAMIM_01460	gene			
DBLOAMIM_01461	CDS	ettA		Energy-dependent translational throttle protein EttA
DBLOAMIM_01461	gene	ettA		
DBLOAMIM_01462	CDS			hypothetical protein
DBLOAMIM_01462	gene			
DBLOAMIM_01463	CDS			hypothetical protein
DBLOAMIM_01463	gene			
DBLOAMIM_01464	CDS	yiaD		putative lipoprotein YiaD
	sig_peptide			putative signal peptide
DBLOAMIM_01464	gene	yiaD		
DBLOAMIM_01465	CDS			hypothetical protein
DBLOAMIM_01465	gene			
DBLOAMIM_01466	CDS	cpdA_3	3.1.4.53	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
DBLOAMIM_01466	gene	cpdA_3		
DBLOAMIM_01467	CDS	recF		DNA replication and repair protein RecF
DBLOAMIM_01467	gene	recF		
DBLOAMIM_01468	CDS	yhaO		putative metallophosphoesterase YhaO
DBLOAMIM_01468	gene	yhaO		
DBLOAMIM_01469	CDS			hypothetical protein
DBLOAMIM_01469	gene			
DBLOAMIM_01470	CDS			hypothetical protein
DBLOAMIM_01470	gene			
DBLOAMIM_01471	CDS			hypothetical protein
DBLOAMIM_01471	gene			
DBLOAMIM_01472	CDS	esiB_2		Secretory immunoglobulin A-binding protein EsiB
DBLOAMIM_01472	gene	esiB_2		
	sig_peptide			putative signal peptide
DBLOAMIM_01473	CDS	degQ	3.4.21.107	Periplasmic pH-dependent serine endoprotease DegQ
DBLOAMIM_01473	gene	degQ		
DBLOAMIM_01474	CDS			hypothetical protein
DBLOAMIM_01474	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01475	CDS			hypothetical protein
DBLOAMIM_01475	gene			
DBLOAMIM_01476	CDS			hypothetical protein
DBLOAMIM_01476	gene			
DBLOAMIM_01477	CDS			hypothetical protein
DBLOAMIM_01477	gene			
DBLOAMIM_01478	CDS			hypothetical protein
DBLOAMIM_01478	gene			
DBLOAMIM_01479	CDS			hypothetical protein
DBLOAMIM_01479	gene			
DBLOAMIM_01480	CDS			hypothetical protein
DBLOAMIM_01480	gene			
DBLOAMIM_01481	CDS			hypothetical protein
DBLOAMIM_01481	gene			
DBLOAMIM_01482	CDS			hypothetical protein
DBLOAMIM_01482	gene			
DBLOAMIM_01483	CDS			hypothetical protein
DBLOAMIM_01483	gene			
DBLOAMIM_01484	CDS			hypothetical protein
DBLOAMIM_01484	gene			
DBLOAMIM_01485	CDS			hypothetical protein
DBLOAMIM_01485	gene			
DBLOAMIM_01486	CDS			hypothetical protein
DBLOAMIM_01486	gene			
DBLOAMIM_01487	CDS			hypothetical protein
DBLOAMIM_01487	gene			
DBLOAMIM_01488	CDS			hypothetical protein
DBLOAMIM_01488	gene			
DBLOAMIM_01489	CDS			hypothetical protein
DBLOAMIM_01489	gene			
DBLOAMIM_01490	CDS			hypothetical protein
DBLOAMIM_01490	gene			
DBLOAMIM_01491	CDS	bicA		Bicarbonate transporter BicA
DBLOAMIM_01491	gene	bicA		
DBLOAMIM_01492	CDS			hypothetical protein
DBLOAMIM_01492	gene			
DBLOAMIM_01493	CDS			hypothetical protein
DBLOAMIM_01493	gene			
DBLOAMIM_01494	tRNA			tRNA-Arg(cct)
DBLOAMIM_01494	gene			
DBLOAMIM_01495	CDS			hypothetical protein
DBLOAMIM_01495	gene			
DBLOAMIM_01496	CDS	amiA	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiA
DBLOAMIM_01496	gene	amiA		
DBLOAMIM_01497	CDS			hypothetical protein
DBLOAMIM_01497	gene			
DBLOAMIM_01498	CDS			hypothetical protein
DBLOAMIM_01498	gene			
DBLOAMIM_01499	CDS			hypothetical protein
DBLOAMIM_01499	gene			
DBLOAMIM_01500	CDS			hypothetical protein
DBLOAMIM_01500	gene			
DBLOAMIM_01501	CDS	trpS	6.1.1.2	Tryptophan--tRNA ligase
DBLOAMIM_01501	gene	trpS		
DBLOAMIM_01502	CDS	accA	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
DBLOAMIM_01502	gene	accA		
DBLOAMIM_01503	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
DBLOAMIM_01503	gene	dnaE		
DBLOAMIM_01504	CDS	pcrA_1	3.6.4.12	ATP-dependent DNA helicase PcrA
DBLOAMIM_01504	gene	pcrA_1		
DBLOAMIM_01505	CDS			hypothetical protein
DBLOAMIM_01505	gene			
DBLOAMIM_01506	CDS	mcpA		Methyl-accepting chemotaxis protein McpA
DBLOAMIM_01506	gene	mcpA		
DBLOAMIM_01507	rRNA			16S ribosomal RNA
DBLOAMIM_01507	gene			
DBLOAMIM_01508	tRNA			tRNA-Ile(gat)
DBLOAMIM_01508	gene			
DBLOAMIM_01509	tRNA			tRNA-Ala(tgc)
DBLOAMIM_01509	gene			
DBLOAMIM_01510	rRNA			23S ribosomal RNA
DBLOAMIM_01510	gene			
DBLOAMIM_01511	rRNA			5S ribosomal RNA
DBLOAMIM_01511	gene			
DBLOAMIM_01512	CDS	hndC_3	1.12.1.3	NADP-reducing hydrogenase subunit HndC
DBLOAMIM_01512	gene	hndC_3		
DBLOAMIM_01513	CDS	nth	4.2.99.18	Endonuclease III
DBLOAMIM_01513	gene	nth		
DBLOAMIM_01514	CDS	yocK		General stress protein 16O
DBLOAMIM_01514	gene	yocK		
DBLOAMIM_01515	CDS	lgt	2.4.99.-	Prolipoprotein diacylglyceryl transferase
DBLOAMIM_01515	gene	lgt		
DBLOAMIM_01516	CDS	pctB		Methyl-accepting chemotaxis protein PctB
DBLOAMIM_01516	gene	pctB		
DBLOAMIM_01517	CDS	cymR		HTH-type transcriptional regulator CymR
DBLOAMIM_01517	gene	cymR		
DBLOAMIM_01518	CDS			hypothetical protein
DBLOAMIM_01518	gene			
DBLOAMIM_01519	CDS			Sugar transporter SemiSWEET
DBLOAMIM_01519	gene			
DBLOAMIM_01520	CDS			hypothetical protein
DBLOAMIM_01520	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01521	CDS	ytrF		ABC transporter permease YtrF
DBLOAMIM_01521	gene	ytrF		
DBLOAMIM_01522	CDS			putative ABC transporter ATP-binding protein
DBLOAMIM_01522	gene			
DBLOAMIM_01523	CDS	Hgd	1.1.1.291	2-(hydroxymethyl)glutarate dehydrogenase
DBLOAMIM_01523	gene	Hgd		
DBLOAMIM_01524	CDS			hypothetical protein
DBLOAMIM_01524	gene			
DBLOAMIM_01525	CDS			hypothetical protein
DBLOAMIM_01525	gene			
DBLOAMIM_01526	CDS			hypothetical protein
DBLOAMIM_01526	gene			
DBLOAMIM_01527	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_01527	gene			
DBLOAMIM_01528	CDS			hypothetical protein
DBLOAMIM_01528	gene			
DBLOAMIM_01529	CDS			hypothetical protein
DBLOAMIM_01529	gene			
DBLOAMIM_01530	CDS			hypothetical protein
DBLOAMIM_01530	gene			
DBLOAMIM_01531	CDS			hypothetical protein
DBLOAMIM_01531	gene			
DBLOAMIM_01532	CDS	ravA	3.6.3.-	ATPase RavA
DBLOAMIM_01532	gene	ravA		
DBLOAMIM_01533	CDS			hypothetical protein
DBLOAMIM_01533	gene			
DBLOAMIM_01534	CDS	hemN_2	1.3.99.-	Oxygen-independent coproporphyrinogen-III oxidase-like protein
DBLOAMIM_01534	gene	hemN_2		
DBLOAMIM_01535	CDS	xerD_3		Tyrosine recombinase XerD
DBLOAMIM_01535	gene	xerD_3		
DBLOAMIM_01536	CDS			hypothetical protein
DBLOAMIM_01536	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01537	CDS			hypothetical protein
DBLOAMIM_01537	gene			
DBLOAMIM_01538	CDS	sir_2	1.8.7.1	Sulfite reductase [ferredoxin]
DBLOAMIM_01538	gene	sir_2		
DBLOAMIM_01539	CDS			hypothetical protein
DBLOAMIM_01539	gene			
DBLOAMIM_01540	CDS	desA2	1.14.19.-	Putative acyl-[acyl-carrier-protein] desaturase DesA2
DBLOAMIM_01540	gene	desA2		
DBLOAMIM_01541	CDS	glgA	2.4.1.21	Glycogen synthase
DBLOAMIM_01541	gene	glgA		
DBLOAMIM_01542	CDS			hypothetical protein
DBLOAMIM_01542	gene			
DBLOAMIM_01543	CDS			hypothetical protein
DBLOAMIM_01543	gene			
DBLOAMIM_01544	CDS	crp		CRP-like cAMP-activated global transcriptional regulator
DBLOAMIM_01544	gene	crp		
DBLOAMIM_01545	CDS	mltD	4.2.2.-	Membrane-bound lytic murein transglycosylase D
	sig_peptide			putative signal peptide
DBLOAMIM_01545	gene	mltD		
DBLOAMIM_01546	CDS			hypothetical protein
DBLOAMIM_01546	gene			
DBLOAMIM_01547	CDS			Ferredoxin, 2Fe-2S
DBLOAMIM_01547	gene			
DBLOAMIM_01548	CDS	hndC_4	1.12.1.3	NADP-reducing hydrogenase subunit HndC
DBLOAMIM_01548	gene	hndC_4		
DBLOAMIM_01549	CDS	purE	5.4.99.18	N5-carboxyaminoimidazole ribonucleotide mutase
